image_id,license,author
001.Black_footed_Albatross/3010731611,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
001.Black_footed_Albatross/3384494295,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
001.Black_footed_Albatross/4427230376,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
001.Black_footed_Albatross/4690981475,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
001.Black_footed_Albatross/4807003871,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
002.Laysan_Albatross/2551316767,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
002.Laysan_Albatross/3857672520,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
002.Laysan_Albatross/4023721268,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
002.Laysan_Albatross/4035556050,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
002.Laysan_Albatross/4758414199,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
002.Laysan_Albatross/4758414240,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
003.Sooty_Albatross/3080452972,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
003.Sooty_Albatross/3160907916,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
003.Sooty_Albatross/3164601253,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
003.Sooty_Albatross/3164601575,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
003.Sooty_Albatross/3241653788,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
004.Groove_billed_Ani/2482001921,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
004.Groove_billed_Ani/2499757120,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
004.Groove_billed_Ani/3072151954,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
004.Groove_billed_Ani/4281512459,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
004.Groove_billed_Ani/93412312,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
005.Crested_Auklet/569939533,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
005.Crested_Auklet/594474608,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
005.Crested_Auklet/594474608,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
005.Crested_Auklet/798272477,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
005.Crested_Auklet/798277682,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
006.Least_Auklet/798272515,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
006.Least_Auklet/798272515,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
006.Least_Auklet/798277663,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
006.Least_Auklet/798278139,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
006.Least_Auklet/915417614,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
007.Parakeet_Auklet/1823453760,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
007.Parakeet_Auklet/4012418324,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
007.Parakeet_Auklet/4811487225,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
007.Parakeet_Auklet/4811487225,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
007.Parakeet_Auklet/4811490815,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
007.Parakeet_Auklet/4811490815,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
008.Rhinoceros_Auklet/1507554879,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
008.Rhinoceros_Auklet/1988154429,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
008.Rhinoceros_Auklet/2823377523,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
008.Rhinoceros_Auklet/494886735,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
008.Rhinoceros_Auklet/569330792,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
009.Brewer_Blackbird/2709562443,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
009.Brewer_Blackbird/2715239919,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
009.Brewer_Blackbird/4217592638,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
009.Brewer_Blackbird/4813179008,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
009.Brewer_Blackbird/4813179076,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
010.Red_winged_Blackbird/3383215961,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
010.Red_winged_Blackbird/4076697662,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
010.Red_winged_Blackbird/4674402855,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
010.Red_winged_Blackbird/4793382906,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
010.Red_winged_Blackbird/4817985992,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
011.Rusty_Blackbird/1052543233,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
011.Rusty_Blackbird/2245578046,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
011.Rusty_Blackbird/3590791028,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
011.Rusty_Blackbird/4366558126,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
011.Rusty_Blackbird/538819293,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
012.Yellow_headed_Blackbird/3397295928,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
012.Yellow_headed_Blackbird/3491727809,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
012.Yellow_headed_Blackbird/4492845406,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
012.Yellow_headed_Blackbird/4692536005,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
012.Yellow_headed_Blackbird/4834212448,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
013.Bobolink/2707332292,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
013.Bobolink/2780850823,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
013.Bobolink/3130628083,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
013.Bobolink/598026538,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
013.Bobolink/901192224,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
014.Indigo_Bunting/4272625819,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
014.Indigo_Bunting/4664792396,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
014.Indigo_Bunting/4689146699,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
014.Indigo_Bunting/4815970330,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
014.Indigo_Bunting/4815970357,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
015.Lazuli_Bunting/2355778803,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
015.Lazuli_Bunting/2720540902,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
015.Lazuli_Bunting/3388175717,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
015.Lazuli_Bunting/4793594603,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
015.Lazuli_Bunting/871432811,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
016.Painted_Bunting/3143434102,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
016.Painted_Bunting/3271101011,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
016.Painted_Bunting/4153203425,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
016.Painted_Bunting/4802676106,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
016.Painted_Bunting/4804953915,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
017.Cardinal/3266787592,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
017.Cardinal/4687572530,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
017.Cardinal/4778412126,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
017.Cardinal/4831124351,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
017.Cardinal/4850410269,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
018.Spotted_Catbird/2036044810,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
018.Spotted_Catbird/203627342,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
018.Spotted_Catbird/4807648380,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
018.Spotted_Catbird/715520350,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
018.Spotted_Catbird/715520360,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
019.Gray_Catbird/2438187013,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
019.Gray_Catbird/2438187313,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
019.Gray_Catbird/3873266256,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
019.Gray_Catbird/3924412617,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
019.Gray_Catbird/4178225821,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
020.Yellow_breasted_Chat/2721897126,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
020.Yellow_breasted_Chat/480265590,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
020.Yellow_breasted_Chat/4805221151,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
020.Yellow_breasted_Chat/4805221193,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
020.Yellow_breasted_Chat/731042893,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
021.Eastern_Towhee/1516191678,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
021.Eastern_Towhee/1761607571,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
021.Eastern_Towhee/3106914931,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
021.Eastern_Towhee/4097367953,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
021.Eastern_Towhee/4163719504,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
022.Chuck_will_Widow/2787872002,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
022.Chuck_will_Widow/3275702877,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
022.Chuck_will_Widow/4084876838,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
022.Chuck_will_Widow/4658512100,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
022.Chuck_will_Widow/4682847576,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
023.Brandt_Cormorant/3302633917,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
023.Brandt_Cormorant/3389220360,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
023.Brandt_Cormorant/4644455529,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
023.Brandt_Cormorant/4733879996,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
023.Brandt_Cormorant/4782527095,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
024.Red_faced_Cormorant/14608159,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
024.Red_faced_Cormorant/1750731517,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
024.Red_faced_Cormorant/1885400236,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
024.Red_faced_Cormorant/2818470244,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
024.Red_faced_Cormorant/2818470244,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
025.Pelagic_Cormorant/2788208119,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
025.Pelagic_Cormorant/3119690439,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
025.Pelagic_Cormorant/3920886471,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
025.Pelagic_Cormorant/4810627279,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
025.Pelagic_Cormorant/4838891542,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
026.Bronzed_Cowbird/3261663156,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
026.Bronzed_Cowbird/4059316516,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
026.Bronzed_Cowbird/50618255,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
026.Bronzed_Cowbird/593453015,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
026.Bronzed_Cowbird/91239102,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
027.Shiny_Cowbird/3027701080,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
027.Shiny_Cowbird/3069601701,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
027.Shiny_Cowbird/677528615,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
027.Shiny_Cowbird/727829773,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
027.Shiny_Cowbird/809109709,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
028.Brown_Creeper/3400084262,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
028.Brown_Creeper/4640142873,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
028.Brown_Creeper/4694279077,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
028.Brown_Creeper/4785220826,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
028.Brown_Creeper/4834226869,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
029.American_Crow/3220048697,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
029.American_Crow/3677011453,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
029.American_Crow/4091164706,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
029.American_Crow/4615474135,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
029.American_Crow/4800530182,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
030.Fish_Crow/2347881315,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
030.Fish_Crow/2721034029,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
030.Fish_Crow/560889304,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
030.Fish_Crow/607701733,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
030.Fish_Crow/727830678,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
031.Black_billed_Cuckoo/2832930809,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
031.Black_billed_Cuckoo/3280165498,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
031.Black_billed_Cuckoo/4792227026,https://creativecommons.org/licenses/by/2.0/,NAVERCorp
